YEAR,NCIC_AGENCY,FUNDED_NON_JAIL_SWORN_MALE,FUNDED_NON_JAIL_SWORN_FEMALE,FUNDED_NON_JAIL_SWORN_TOTAL,FUNDED_NON_JAIL_CIVIL_MALE,FUNDED_NON_JAIL_CIVIL_FEMALE,FUNDED_NON_JAIL_CIVIL_TOTAL,FUNDED_JAIL_SWORN_MALE,FUNDED_JAIL_SWORN_FEMALE,FUNDED_JAIL_SWORN_TOTAL,FUNDED_JAIL_CIVIL_MALE,FUNDED_JAIL_CIVIL_FEMALE,FUNDED_JAIL_CIVIL_TOTAL
1996,2707,27,2,29,4,6,10,0,0,0,0,0,0
1996,2708,138,6,144,8,29,37,0,0,0,0,0,0
1996,2709,6,0,6,0,1,1,0,0,0,0,0,0
1996,2710,32,6,38,2,8,10,0,0,0,0,0,0
1996,2711,13,1,14,0,4,4,0,0,0,0,0,0
1996,2712,26,2,28,3,4,7,0,0,0,0,0,0
1996,2714,5,0,5,0,0,0,0,0,0,0,0,0
1996,2719,12,2,14,5,2,7,0,0,0,0,0,0
1996,2800,69,3,72,1,17,18,0,0,0,0,0,0
1996,2801,10,0,10,1,2,3,0,0,0,0,0,0
1996,2802,70,5,75,5,42,47,0,0,0,0,0,0
1996,2803,11,1,12,0,5,5,0,0,0,0,0,0
1996,2809,69,3,72,1,17,18,0,0,0,0,0,0
1996,2900,65,3,68,4,29,33,4,0,4,34,33,67
1996,2901,19,0,19,1,7,8,0,0,0,0,0,0
1996,2902,9,0,9,0,1,1,0,0,0,0,0,0
1996,3000,608,64,672,281,378,659,485,73,558,218,75,293
1996,3001,367,32,399,25,123,148,0,0,0,14,5,19
1996,3002,93,8,101,1,23,24,0,0,0,0,0,0
1996,3003,85,4,89,4,45,49,0,0,0,5,0,5
1996,3004,139,7,146,10,44,54,1,0,1,9,0,9
1996,3005,50,6,56,4,21,25,0,0,0,2,0,2
1996,3006,22,2,24,0,6,6,0,0,0,0,0,0
1996,3007,58,7,65,5,17,22,0,0,0,0,0,0
1996,3008,136,12,148,8,58,66,0,0,0,5,0,5
1996,3009,155,12,167,13,53,66,0,0,0,0,0,0
1996,3010,214,8,222,34,89,123,1,0,1,8,6,14
1996,3011,39,8,47,1,31,32,0,0,0,0,0,0
1996,3012,68,5,73,9,26,35,0,0,0,0,0,0
1996,3013,22,2,24,2,4,6,0,0,0,0,0,0
1996,3014,127,3,130,17,45,62,0,0,0,7,2,9
1996,3015,137,11,148,14,63,77,0,0,0,0,0,0
1996,3016,51,0,51,4,12,16,0,0,0,0,0,0
1996,3019,365,12,377,34,119,153,0,0,0,46,20,66
1996,3020,30,3,33,5,11,16,0,0,0,0,0,0
1996,3022,85,4,89,6,32,38,0,0,0,0,0,0
1996,3024,96,4,100,3,41,44,0,0,0,1,0,1
1996,3026,118,15,133,10,48,58,0,0,0,0,0,0
1996,3027,12,1,13,3,12,15,0,0,0,0,0,0
1996,3091,298,48,346,10,64,74,0,0,0,0,0,0
1996,3097,22,4,26,2,7,9,0,0,0,0,0,0
1996,3100,136,19,155,10,64,74,47,7,54,27,33,60
1996,3101,18,1,19,1,7,8,0,0,0,0,0,0
1996,3103,9,1,10,1,5,6,0,0,0,0,0,0
1996,3104,27,1,28,4,11,15,0,0,0,0,0,0
1996,3105,67,4,71,8,34,42,0,0,0,4,3,7
1996,3200,38,0,38,2,9,11,0,0,0,11,8,19
1996,3300,871,97,968,75,388,463,174,34,208,358,218,576
1996,3301,28,1,29,1,7,8,0,0,0,0,0,0
1996,3302,17,0,17,0,6,6,0,0,0,0,0,0
1996,3303,20,2,22,2,11,13,0,0,0,0,0,0
1996,3305,27,2,29,1,2,3,0,0,0,0,0,0
1996,3308,49,4,53,2,15,17,0,0,0,0,0,0
1996,3309,47,1,48,8,14,22,0,0,0,0,0,0
1996,3311,74,6,80,14,24,38,0,0,0,2,1,3
1996,3312,0,0,0,0,0,0,0,0,0,0,0,0
1996,3313,297,26,323,27,124,151,0,0,0,0,0,0
1996,3314,24,2,26,1,8,9,0,0,0,0,0,0
1996,3315,115,10,125,9,47,56,0,0,0,0,0,0
1996,3325,43,3,46,8,17,25,0,0,0,0,0,0
1996,3332,119,11,130,13,29,42,0,0,0,0,0,0
1996,3342,24,2,26,2,6,8,0,0,0,0,0,0
1996,3397,20,0,20,3,4,7,0,0,0,0,0,0
1996,3400,683,124,807,80,205,285,298,64,362,83,97,180
1996,3401,37,3,40,1,11,12,0,0,0,0,0,0
1996,3402,17,1,18,3,5,8,0,0,0,0,0,0
1996,3403,4,0,4,0,0,0,0,0,0,0,0,0
1996,3404,551,87,638,111,295,406,0,0,0,0,0,0
1996,3408,15,0,15,2,3,5,0,0,0,0,0,0
1996,3420,3,0,3,0,1,1,0,0,0,0,0,0
1996,3422,511,132,643,12,44,56,0,0,0,0,0,0
1996,3423,0,0,0,0,0,0,0,0,0,0,0,0
1996,3497,36,7,43,7,24,31,0,0,0,0,0,0
1996,3499,6136,572,6708,1193,1825,3018,0,0,0,0,0,0
1996,3500,20,0,20,4,13,17,0,0,0,12,9,21
1996,3600,775,77,852,169,397,566,272,69,341,140,234,374
1996,3601,43,1,44,2,16,18,0,0,0,0,0,0
1996,3602,71,3,74,2,21,23,0,0,0,0,0,0
1996,3603,59,3,62,3,12,15,0,0,0,0,0,0
1996,3604,109,5,114,4,42,46,0,0,0,0,0,0
1996,3605,49,4,53,1,21,22,0,0,0,0,0,0
1996,3607,206,12,218,37,96,133,0,0,0,0,0,0
1996,3608,70,5,75,9,24,33,0,0,0,0,0,0
1996,3609,92,11,103,5,43,48,0,0,0,0,0,0
1996,3610,241,19,260,34,116,150,0,0,0,6,5,11
1996,3611,81,5,86,5,29,34,0,0,0,0,0,0
1996,3613,22,0,22,2,6,8,0,0,0,0,0,0
1996,3614,12,1,13,1,4,5,0,0,0,0,0,0
1996,3700,722,103,825,109,420,529,744,139,883,195,367,562
1996,3701,73,7,80,3,25,28,0,0,0,0,0,0
1996,3702,156,24,180,19,61,80,0,0,0,0,0,0
1996,3703,37,2,39,6,12,18,0,0,0,0,0,0
1996,3705,116,8,124,15,48,63,0,0,0,0,0,0
1996,3706,130,13,143,14,53,67,0,0,0,0,0,0
1996,3708,56,5,61,4,18,22,0,0,0,0,0,0
1996,3709,68,3,71,3,20,23,0,0,0,0,0,0
1996,3710,150,12,162,13,61,74,0,0,0,0,0,0
1996,3711,1721,281,2002,277,505,782,0,0,0,0,0,0
1996,3714,19,0,19,3,7,10,0,0,0,0,0,0
1996,3715,97,14,111,6,15,21,0,0,0,0,0,0
1996,3732,5,1,6,3,6,9,0,0,0,0,0,0
1996,3797,20,6,26,16,5,21,0,0,0,0,0,0
1996,3801,1717,303,2020,107,289,396,0,0,0,0,0,0
1996,3803,18,7,25,7,7,14,0,0,0,0,0,0
1996,3816,0,0,0,12,1,13,0,0,0,0,0,0
1996,3897,21,4,25,10,11,21,0,0,0,0,0,0
1996,3900,140,18,158,54,104,158,0,0,0,0,0,0
1996,3901,8,0,8,0,2,2,0,0,0,0,0,0
1996,3902,72,5,77,1,16,17,0,0,0,3,11,14
1996,3903,48,2,50,4,19,23,0,0,0,0,0,0
1996,3904,11,2,13,0,6,6,0,0,0,0,0,0
1996,3905,332,37,369,44,128,172,0,0,0,0,0,0
1996,3906,39,3,42,8,15,23,0,0,0,0,0,0
1996,3914,5,0,5,0,0,0,0,0,0,0,0,0
1996,3915,12,2,14,1,6,7,0,0,0,0,0,0
1996,4000,130,4,134,7,43,50,90,24,114,8,28,36
1996,4001,21,2,23,1,8,9,0,0,0,0,0,0
1996,4002,18,1,19,0,7,7,0,0,0,0,0,0
1996,4003,17,1,18,1,5,6,0,0,0,0,0,0
1996,4004,29,2,31,1,6,7,0,0,0,0,0,0
1996,4005,18,1,19,0,11,11,0,0,0,0,0,0
1996,4006,52,3,55,5,20,25,0,0,0,0,0,0
1996,4007,10,3,13,0,0,0,0,0,0,0,0,0
1996,4008,21,4,25,2,7,9,0,0,0,0,0,0
1996,4016,61,25,86,3,5,8,0,0,0,0,0,0
1996,4100,184,13,197,39,52,91,81,21,102,76,48,124
1996,4101,22,1,23,3,4,7,0,0,0,0,0,0
1996,4102,27,3,30,3,11,14,0,0,0,0,0,0
1996,4103,11,4,15,0,4,4,0,0,0,0,0,0
1996,4104,42,3,45,4,15,19,0,0,0,0,0,0
1996,4105,14,0,14,1,3,4,0,0,0,0,0,0
1996,4106,102,8,110,4,30,34,0,0,0,0,0,0
1996,4107,10,2,12,0,2,2,0,0,0,0,0,0
1996,4108,24,3,27,0,7,7,0,0,0,0,0,0
1996,4109,40,7,47,6,14,20,0,0,0,0,0,0
1996,4110,25,1,26,1,5,6,0,0,0,0,0,0
1996,4111,38,0,38,2,10,12,0,0,0,0,0,0
1996,4113,77,8,85,3,34,37,0,0,0,0,0,0
1996,4114,43,2,45,1,8,9,0,0,0,0,0,0
1996,4115,32,1,33,2,10,12,0,0,0,0,0,0
1996,4116,89,12,101,0,32,32,0,0,0,0,0,0
1996,4117,68,6,74,7,28,35,0,0,0,0,0,0
1996,4119,9,0,9,1,1,2,0,0,0,0,0,0
1996,4120,36,6,42,4,10,14,0,0,0,0,0,0
1996,4127,38,8,46,2,8,10,0,0,0,0,0,0
1996,4200,235,16,251,19,86,105,113,54,167,23,37,60
1996,4201,8,0,8,0,1,1,0,0,0,0,0,0
1996,4202,44,2,46,2,5,7,0,0,0,4,4,8
1996,4203,126,12,138,17,59,76,0,0,0,0,0,0
1996,4204,73,9,82,4,24,28,0,0,0,0,0,0
1996,4211,2,0,2,0,1,1,0,0,0,0,0,0
1996,4297,23,3,26,5,7,12,0,0,0,0,0,0
1996,4300,352,51,403,24,95,119,0,0,0,0,0,0
1996,4302,40,2,42,1,15,16,0,0,0,0,0,0
1996,4304,49,4,53,6,28,34,0,0,0,0,0,0
1996,4305,23,4,27,4,11,15,0,0,0,0,0,0
1996,4307,39,2,41,8,13,21,0,0,0,0,0,0
1996,4308,73,9,82,7,24,31,0,0,0,0,0,0
1996,4310,26,3,29,0,14,14,0,0,0,0,0,0
1996,4311,78,7,85,7,26,33,0,0,0,0,0,0
1996,4312,85,15,100,22,45,67,0,0,0,0,0,0
1996,4313,1196,104,1300,80,326,406,0,0,0,0,0,0
1996,4314,138,6,144,5,34,39,0,0,0,0,0,0
1996,4316,120,5,125,25,36,61,0,0,0,0,0,0
1996,4317,25,5,30,0,0,0,0,0,0,0,0,0
1996,4320,3,1,4,1,4,5,0,0,0,0,0,0
1996,4321,6,2,8,0,2,2,0,0,0,0,0,0
1996,4327,7,0,7,0,1,1,0,0,0,0,0,0
1996,4400,107,7,114,1,27,28,0,0,0,0,0,0
1996,4401,21,1,22,1,4,5,0,0,0,0,0,0
1996,4402,84,5,89,3,30,33,0,0,0,0,0,0
1996,4403,54,4,58,0,9,9,0,0,0,0,0,0
1996,4404,19,2,21,1,7,8,0,0,0,0,0,0
1996,4405,4,0,4,0,2,2,0,0,0,0,0,0
1996,4497,12,4,16,7,5,12,0,0,0,0,0,0
1996,4500,83,12,95,4,41,45,41,16,57,20,19,39
1996,4501,15,0,15,0,8,8,0,0,0,0,0,0
1996,4502,96,5,101,8,42,50,0,0,0,0,0,0
1996,4600,9,1,10,0,0,0,0,0,0,1,4,5
1996,4700,48,0,48,3,12,15,0,0,0,0,0,0
1996,4703,1,0,1,0,0,0,0,0,0,0,0,0
1996,4706,9,0,9,2,3,5,0,0,0,0,0,0
1996,4707,4,0,4,0,0,0,0,0,0,0,0,0
1996,4708,9,0,9,1,3,4,0,0,0,0,0,0
1996,4709,14,0,14,5,2,7,0,0,0,0,0,0
1996,4710,4,0,4,0,0,0,0,0,0,0,0,0
1996,4800,88,1,89,9,57,66,0,0,0,161,92,253
1996,4801,35,0,35,3,12,15,0,0,0,0,0,0
1996,4802,16,1,17,0,2,2,0,0,0,0,0,0
1996,4803,94,7,101,18,43,61,0,0,0,0,0,0
1996,4804,10,1,11,0,1,1,0,0,0,0,0,0
1996,4805,24,1,25,3,6,9,0,0,0,0,0,0
1996,4806,76,9,85,3,52,55,0,0,0,0,0,0
1996,4807,128,9,137,10,55,65,0,0,0,0,0,0
1996,4900,196,8,204,11,84,95,145,52,197,26,61,87
1996,4901,10,1,11,1,3,4,0,0,0,0,0,0
1996,4903,14,1,15,2,9,11,0,0,0,0,0,0
1996,4904,49,4,53,7,22,29,0,0,0,0,0,0
1996,4905,153,10,163,17,67,84,0,0,0,0,0,0
1996,4906,14,0,14,1,3,4,0,0,0,0,0,0
1996,4907,10,3,13,1,3,4,0,0,0,0,0,0
1996,4908,60,3,63,1,19,20,0,0,0,0,0,0
1996,4909,8,2,10,0,5,5,0,0,0,0,0,0
1996,4914,9,1,10,3,2,5,0,0,0,0,0,0
1996,5000,170,9,179,8,63,71,0,0,0,152,91,243
1996,5001,33,2,35,2,12,14,0,0,0,0,0,0
1996,5002,219,6,225,20,69,89,0,0,0,0,0,0
1996,5003,11,0,11,0,1,1,0,0,0,0,0,0
1996,5005,14,0,14,0,2,2,0,0,0,0,0,0
1996,5007,51,2,53,5,26,31,0,0,0,0,0,0
1996,5008,11,0,11,0,1,1,0,0,0,0,0,0
1996,5009,5,0,5,2,1,3,0,0,0,0,0,0
1996,5010,8,2,10,3,3,6,0,0,0,0,0,0
1996,5100,51,2,53,3,14,17,0,0,0,0,0,0
1996,5102,42,1,43,4,21,25,0,0,0,0,0,0
1996,5200,24,1,25,2,19,21,26,2,28,2,6,8
1996,5201,13,1,14,0,4,4,0,0,0,0,0,0
1996,5202,23,2,25,2,12,14,0,0,0,0,0,0
1996,5300,19,1,20,1,4,5,0,0,0,0,0,0
1996,5400,163,8,171,3,71,74,98,24,122,31,11,42
1996,5401,17,0,17,1,5,6,0,0,0,0,0,0
1996,5402,13,1,14,0,1,1,0,0,0,0,0,0
1996,5403,8,2,10,0,1,1,0,0,0,0,0,0
1996,5404,17,1,18,3,5,8,0,0,0,0,0,0
1996,5405,37,4,41,5,19,24,0,0,0,0,0,0
1996,5406,46,1,47,3,17,20,0,0,0,0,0,0
1996,5407,79,8,87,7,34,41,0,0,0,0,0,0
1996,5408,11,0,11,0,1,1,0,0,0,0,0,0
1996,5411,0,0,0,0,1,1,1,0,1,1,0,1
1996,5500,50,0,50,2,20,22,0,0,0,0,0,0
1996,5600,452,58,510,46,126,172,162,28,190,132,102,234
1996,5604,160,14,174,27,68,95,0,0,0,0,0,0
1996,5605,20,1,21,0,7,7,0,0,0,0,0,0
1996,5606,28,1,29,2,7,9,0,0,0,0,0,0
1996,5608,110,8,118,9,59,68,0,0,0,0,0,0
1996,5609,106,6,112,12,45,57,0,0,0,0,0,0
1996,5700,54,4,58,11,19,30,14,5,19,56,50,106
1996,5701,46,6,52,2,17,19,0,0,0,0,0,0
1996,5702,9,1,10,0,1,1,0,0,0,0,0,0
1996,5703,47,7,54,6,19,25,0,0,0,0,0,0
1996,5704,50,4,54,1,22,23,0,0,0,0,0,0
1996,5797,0,0,0,0,0,0,0,0,0,0,0,0
1996,5800,45,4,49,7,16,23,0,0,0,0,0,0
1996,5801,25,1,26,3,10,13,0,0,0,0,0,0
1996,190C,19,2,21,3,3,6,0,0,0,0,0,0
1996,190R,8,1,9,6,3,9,0,0,0,0,0,0
1996,192Q,9,1,10,0,0,0,0,0,0,0,0,0
1996,192R,6,1,7,6,6,12,0,0,0,0,0,0
1997,100,349,44,393,88,165,253,367,55,422,106,173,279
1997,101,99,7,106,6,29,35,0,0,0,0,2,2
1997,102,26,1,27,0,4,4,0,0,0,0,0,0
1997,103,165,29,194,5,85,90,1,0,1,9,7,16
1997,104,31,3,34,1,15,16,0,0,0,0,0,0
1997,105,178,17,195,16,73,89,1,0,1,8,8,16
1997,106,149,21,170,18,56,74,0,0,0,17,12,29
1997,107,65,5,70,7,31,38,0,0,0,0,0,0
1997,108,52,3,55,8,11,19,0,0,0,0,0,0
1997,109,594,65,659,87,232,319,5,0,5,53,23,76
1997,110,18,2,20,1,5,6,0,0,0,0,0,0
1997,111,69,6,75,4,24,28,0,0,0,0,0,0
1997,112,88,6,94,8,26,34,0,2,2,4,0,4
1997,113,62,8,70,4,19,23,0,0,0,0,0,0
1997,114,43,3,46,4,19,23,0,0,0,0,0,0
1997,115,12,1,13,11,7,18,0,0,0,0,0,0
1997,121,148,19,167,37,32,69,0,0,0,0,0,0
1997,122,2,0,2,2,3,5,0,0,0,0,0,0
1997,130,30,5,35,1,5,6,0,0,0,0,0,0
1997,197,59,11,70,20,18,38,0,0,0,0,0,0
1997,200,9,0,9,0,3,3,0,0,0,0,0,0
1997,300,39,0,39,0,16,16,2,0,2,9,11,20
1997,302,6,0,6,0,1,1,0,0,0,0,0,0
1997,303,7,3,10,0,2,2,0,0,0,0,0,0
1997,305,5,0,5,0,1,1,0,0,0,0,0,0
1997,400,90,2,92,3,30,33,1,0,1,48,23,71
1997,402,60,14,74,33,4,37,0,0,0,0,0,0
1997,403,11,1,12,1,5,6,0,0,0,0,0,0
1997,404,22,2,24,1,9,10,0,0,0,0,0,0
1997,405,22,1,23,0,9,9,0,0,0,0,0,0
1997,497,8,2,10,2,2,4,0,0,0,0,0,0
1997,500,43,2,45,1,14,15,1,0,1,8,9,17
1997,501,5,1,6,0,1,1,0,0,0,0,0,0
1997,600,29,1,30,1,12,13,2,1,3,6,6,12
1997,601,8,0,8,0,1,1,0,0,0,0,0,0
1997,602,6,1,7,0,1,1,0,0,0,0,0,0
1997,700,374,59,433,29,95,124,212,32,244,13,37,50
1997,701,90,8,98,2,36,38,0,0,0,0,0,0
1997,702,25,0,25,1,7,8,0,0,0,0,0,0
1997,703,8,2,10,0,2,2,0,0,0,0,0,0
1997,704,139,16,155,6,45,51,0,0,0,4,0,4
1997,705,30,3,33,1,5,6,0,0,0,0,0,0
1997,706,17,3,20,1,3,4,0,0,0,0,0,0
1997,707,24,0,24,4,13,17,0,0,0,0,0,0
1997,708,67,3,70,3,16,19,0,0,0,0,0,0
1997,709,40,3,43,2,19,21,0,0,0,0,0,0
1997,710,172,13,185,5,56,61,0,0,0,4,6,10
1997,711,42,0,42,2,8,10,0,0,0,0,0,0
1997,712,75,5,80,4,21,25,0,0,0,0,0,0
1997,713,9,0,9,0,0,0,0,0,0,0,0,0
1997,714,37,0,37,2,11,13,0,0,0,0,0,0
1997,716,11,1,12,0,1,1,0,0,0,0,0,0
1997,721,17,4,21,4,4,8,0,0,0,0,0,0
1997,800,20,5,25,1,9,10,0,0,0,0,0,0
1997,801,11,0,11,0,1,1,0,0,0,0,0,0
1997,900,149,3,152,9,35,44,1,0,1,57,55,112
1997,901,16,0,16,1,5,6,0,0,0,0,0,0
1997,902,48,3,51,2,15,17,0,0,0,0,0,0
1997,1000,330,31,361,35,125,160,0,0,0,0,0,0
1997,1001,72,9,81,4,31,35,0,0,0,0,0,0
1997,1002,19,0,19,1,6,7,0,0,0,0,0,0
1997,1003,9,1,10,1,3,4,0,0,0,0,0,0
1997,1004,6,0,6,0,1,1,0,0,0,0,0,0
1997,1005,530,51,581,73,211,284,0,0,0,0,0,0
1997,1006,10,1,11,3,2,5,0,0,0,0,0,0
1997,1007,15,0,15,0,2,2,0,0,0,0,0,0
1997,1008,13,0,13,1,4,5,0,0,0,0,0,0
1997,1011,11,0,11,0,2,2,0,0,0,0,0,0
1997,1012,21,2,23,2,11,13,0,0,0,0,0,0
1997,1013,24,1,25,1,7,8,0,0,0,0,0,0
1997,1015,26,2,28,0,12,12,0,0,0,0,0,0
1997,1017,13,1,14,0,1,1,0,0,0,0,0,0
1997,1097,12,3,15,2,7,9,0,0,0,0,0,0
1997,1100,20,2,22,3,10,13,1,0,1,11,7,18
1997,1101,8,0,8,0,1,1,0,0,0,0,0,0
1997,1102,8,0,8,0,1,1,0,0,0,0,0,0
1997,1200,64,3,67,1,28,29,1,0,1,61,24,85
1997,1201,21,1,22,2,6,8,0,0,0,0,0,0
1997,1202,4,0,4,0,0,0,0,0,0,0,0,0
1997,1203,44,5,49,4,25,29,0,0,0,0,0,0
1997,1204,2,0,2,0,0,0,0,0,0,0,0,0
1997,1205,14,1,15,0,6,6,0,0,0,0,0,0
1997,1206,1,0,1,0,0,0,0,0,0,0,0,0
1997,1207,6,1,7,0,0,0,0,0,0,0,0,0
1997,1208,11,0,11,1,4,5,0,0,0,0,0,0
1997,1300,73,18,91,6,29,35,0,0,0,0,0,0
1997,1301,24,1,25,1,9,10,0,0,0,0,0,0
1997,1302,32,3,35,6,10,16,0,0,0,0,0,0
1997,1303,5,0,5,1,1,2,0,0,0,0,0,0
1997,1304,45,3,48,6,15,21,0,0,0,0,0,0
1997,1305,9,2,11,1,2,3,0,0,0,0,0,0
1997,1306,11,0,11,2,1,3,0,0,0,0,0,0
1997,1307,4,0,4,0,0,0,0,0,0,0,0,0
1997,1400,24,0,24,0,2,2,9,1,10,4,19,23
1997,1401,13,0,13,0,7,7,0,0,0,0,0,0
1997,1500,301,26,327,28,111,139,102,19,121,217,167,384
1997,1501,0,0,0,0,6,6,11,0,11,0,0,0
1997,1502,267,13,280,9,92,101,0,0,0,0,0,0
1997,1503,30,3,33,0,11,11,4,0,4,0,0,0
1997,1504,4,0,4,0,1,1,0,0,0,0,0,0
1997,1506,27,1,28,2,11,13,0,0,0,0,0,0
1997,1507,9,1,10,0,6,6,0,0,0,0,0,0
1997,1508,10,0,10,0,7,7,0,0,0,0,0,0
1997,1511,11,1,12,1,5,6,0,0,0,0,0,0
1997,1514,3,0,3,0,0,0,0,0,0,0,0,0
1997,1515,6,0,6,2,2,4,0,0,0,0,0,0
1997,1597,10,0,10,1,2,3,0,0,0,0,0,0
1997,1600,70,3,73,11,33,44,40,15,55,5,9,14
1997,1601,16,1,17,0,3,3,0,0,0,0,0,0
1997,1602,43,1,44,0,16,16,0,0,0,0,0,0
1997,1603,20,2,22,1,5,6,0,0,0,0,0,0
1997,1700,52,2,54,1,18,19,0,0,0,0,0,0
1997,1701,12,0,12,0,2,2,0,0,0,0,0,0
1997,1702,19,0,19,2,8,10,0,0,0,0,0,0
1997,1800,27,0,27,1,5,6,27,19,46,1,12,13
1997,1801,15,2,17,3,1,4,0,0,0,0,0,0
1997,1900,3915,475,4390,936,1650,2586,0,0,0,0,0,0
1997,1901,79,8,87,10,35,45,0,0,0,0,0,0
1997,1902,63,8,71,6,13,19,0,0,0,1,3,4
1997,1905,55,3,58,1,25,26,0,0,0,6,0,6
1997,1906,68,3,71,3,21,24,0,0,0,0,0,0
1997,1907,35,0,35,0,1,1,0,0,0,2,1,3
1997,1909,46,2,48,5,14,19,0,0,0,0,0,0
1997,1910,127,7,134,15,36,51,0,0,0,5,6,11
1997,1912,149,9,158,30,69,99,0,0,0,8,1,9
1997,1913,36,2,38,0,15,15,0,0,0,5,0,5
1997,1915,125,10,135,8,43,51,0,0,0,4,0,4
1997,1916,53,3,56,3,22,25,0,0,0,2,2,4
1997,1918,113,5,118,8,25,33,0,0,0,2,0,2
1997,1920,108,6,114,6,39,45,0,0,0,0,0,0
1997,1922,126,9,135,11,15,26,0,0,0,4,1,5
1997,1923,59,6,65,3,15,18,0,0,0,5,1,6
1997,1924,79,7,86,1,11,12,0,0,0,2,6,8
1997,1925,205,24,229,27,69,96,0,0,0,10,6,16
1997,1926,49,6,55,3,16,19,0,0,0,2,3,5
1997,1927,16,0,16,1,2,3,0,0,0,0,0,0
1997,1928,92,6,98,5,30,35,0,0,0,5,1,6
1997,1929,32,2,34,2,9,11,0,0,0,1,4,5
1997,1931,65,4,69,8,20,28,0,0,0,3,2,5
1997,1933,185,18,203,13,88,101,0,0,0,4,5,9
1997,1934,20,0,20,0,6,6,0,0,0,0,0,0
1997,1938,37,4,41,3,11,14,0,0,0,0,0,0
1997,1941,732,88,820,113,229,342,11,2,13,43,20,63
1997,1942,7813,1673,9486,776,1810,2586,21,3,24,232,109,341
1997,1944,53,6,59,13,11,24,3,1,4,0,0,0
1997,1945,25,0,25,0,5,5,0,0,0,2,2,4
1997,1946,51,4,55,1,18,19,0,0,0,2,0,2
1997,1947,80,5,85,16,25,41,0,0,0,6,0,6
1997,1948,69,11,80,3,32,35,0,0,0,4,1,5
1997,1951,21,1,22,0,7,7,3,2,5,0,0,0
1997,1953,195,33,228,22,63,85,3,0,3,9,8,17
1997,1955,166,5,171,18,96,114,0,0,0,13,6,19
1997,1956,99,4,103,3,41,44,0,0,0,3,6,9
1997,1961,35,2,37,8,12,20,0,0,0,0,0,0
1997,1962,48,7,55,2,11,13,0,0,0,0,0,0
1997,1963,23,4,27,1,4,5,0,0,0,0,0,0
1997,1965,182,26,208,60,87,147,0,0,0,7,6,13
1997,1966,12,1,13,2,3,5,0,0,0,0,0,0
1997,1967,27,4,31,2,6,8,0,0,0,4,1,5
1997,1969,88,3,91,4,27,31,0,0,0,4,1,5
1997,1970,31,2,33,6,8,14,0,0,0,0,0,0
1997,1972,238,10,248,28,57,85,1,0,1,6,8,14
1997,1973,49,3,52,6,13,19,0,0,0,0,0,0
1997,1975,107,7,114,7,26,33,0,0,0,3,3,6
1997,1976,121,6,127,11,39,50,0,0,0,6,0,6
1997,1978,13,2,15,7,13,20,0,0,0,0,0,0
1997,1982,16,5,21,3,3,6,0,0,0,0,0,0
1997,1983,15,2,17,1,4,5,0,0,0,0,0,0
1997,1984,13,1,14,2,4,6,0,0,0,0,0,0
1997,1997,47,8,55,17,20,37,0,0,0,0,0,0
1997,2000,66,5,71,2,22,24,0,0,0,0,0,0
1997,2001,14,0,14,1,5,6,0,0,0,0,0,0
1997,2002,42,2,44,2,11,13,0,0,0,0,0,0
1997,2100,101,16,117,13,49,62,64,19,83,7,13,20
1997,2101,7,0,7,0,0,0,0,0,0,0,0,0
1997,2103,11,0,11,0,4,4,0,0,0,0,0,0
1997,2104,29,2,31,1,10,11,0,0,0,0,0,0
1997,2105,17,2,19,3,7,10,0,0,0,0,0,0
1997,2106,50,7,57,4,18,22,0,0,0,0,0,0
1997,2107,8,1,9,0,0,0,0,0,0,0,0,0
1997,2108,15,1,16,0,3,3,0,0,0,0,0,0
1997,2109,70,4,74,2,29,31,0,0,0,0,0,0
1997,2110,19,0,19,1,4,5,0,0,0,0,0,0
1997,2111,11,1,12,0,2,2,0,0,0,0,0,0
1997,2113,8,0,8,0,1,1,0,0,0,0,0,0
1997,2200,31,5,36,5,5,10,8,5,13,0,0,0
1997,2300,60,1,61,5,19,24,49,8,57,2,6,8
1997,2301,16,2,18,0,4,4,0,0,0,0,0,0
1997,2303,25,1,26,2,7,9,0,0,0,0,0,0
1997,2304,12,0,12,2,5,7,0,0,0,0,0,0
1997,2400,71,2,73,7,18,25,0,0,0,0,0,0
1997,2401,21,1,22,3,5,8,0,0,0,0,0,0
1997,2402,8,0,8,0,0,0,0,0,0,0,0,0
1997,2403,8,1,9,0,1,1,0,0,0,0,0,0
1997,2404,18,1,19,0,6,6,0,0,0,0,0,0
1997,2405,26,2,28,1,11,12,0,0,0,0,0,0
1997,2406,79,2,81,5,29,34,0,0,0,0,0,0
1997,2500,10,1,11,0,1,1,5,4,9,0,0,0
1997,2501,8,0,8,0,1,1,0,0,0,0,0,0
1997,2600,23,1,24,1,3,4,8,8,16,0,0,0
1997,2601,12,2,14,1,3,4,0,0,0,0,0,0
1997,2700,159,8,167,10,59,69,128,34,162,14,23,37
1997,2701,15,0,15,3,6,9,0,0,0,0,0,0
1997,2702,5,0,5,0,0,0,0,0,0,0,0,0
1997,2703,11,0,11,1,1,2,0,0,0,0,0,0
1997,2704,12,0,12,0,2,2,0,0,0,0,0,0
1997,2705,14,0,14,0,2,2,0,0,0,0,0,0
1997,2706,58,3,61,2,6,8,0,0,0,5,5,10
1997,2707,28,2,30,5,6,11,0,0,0,0,0,0
1997,2708,142,6,148,11,37,48,0,0,0,0,0,0
