YEAR,NCIC_AGENCY,FUNDED_NON_JAIL_SWORN_MALE,FUNDED_NON_JAIL_SWORN_FEMALE,FUNDED_NON_JAIL_SWORN_TOTAL,FUNDED_NON_JAIL_CIVIL_MALE,FUNDED_NON_JAIL_CIVIL_FEMALE,FUNDED_NON_JAIL_CIVIL_TOTAL,FUNDED_JAIL_SWORN_MALE,FUNDED_JAIL_SWORN_FEMALE,FUNDED_JAIL_SWORN_TOTAL,FUNDED_JAIL_CIVIL_MALE,FUNDED_JAIL_CIVIL_FEMALE,FUNDED_JAIL_CIVIL_TOTAL
2008,3344,18,2,20,1,8,9,0,0,0,0,0,0
2008,3397,26,3,29,2,10,12,0,0,0,0,0,0
2008,3400,835,169,1004,177,302,479,396,110,506,137,276,413
2008,3401,79,9,88,1,28,29,0,0,0,0,0,0
2008,3402,29,2,31,1,11,12,0,0,0,0,0,0
2008,3403,5,0,5,0,0,0,0,0,0,0,0,0
2008,3404,590,123,713,104,261,365,0,0,0,0,0,0
2008,3408,20,1,21,1,8,9,0,0,0,0,0,0
2008,3414,19,2,21,5,1,6,0,0,0,0,0,0
2008,3420,5,0,5,4,1,5,0,0,0,0,0,0
2008,3422,457,144,601,0,0,0,0,0,0,0,0,0
2008,3477,101,15,116,41,17,58,0,0,0,0,0,0
2008,3496,71,12,83,6,39,45,0,0,0,0,0,0
2008,3499,6516,629,7145,1603,1929,3532,0,0,0,0,0,0
2008,3500,28,3,31,0,6,6,17,11,28,1,3,4
2008,3501,25,5,30,0,4,4,0,0,0,0,0,0
2008,3600,1136,168,1304,259,715,974,374,86,460,193,468,661
2008,3601,31,3,34,1,16,17,0,0,0,0,0,0
2008,3602,87,10,97,3,46,49,0,0,0,0,0,0
2008,3603,70,2,72,6,28,34,0,0,0,0,0,0
2008,3604,181,18,199,11,78,89,0,0,0,0,0,0
2008,3605,45,12,57,2,23,25,0,0,0,0,0,0
2008,3607,217,11,228,16,89,105,0,0,0,0,0,0
2008,3608,73,12,85,13,46,59,0,0,0,0,0,0
2008,3609,93,14,107,7,39,46,0,0,0,0,0,0
2008,3610,314,29,343,25,120,145,0,0,0,0,0,0
2008,3611,75,3,78,7,31,38,0,0,0,0,0,0
2008,3614,12,1,13,3,6,9,0,0,0,0,0,0
2008,3623,25,1,26,36,21,57,0,0,0,0,0,0
2008,3639,10,0,10,4,1,5,0,0,0,0,0,0
2008,3650,12,3,15,36,23,59,0,0,0,0,0,0
2008,3657,33,6,39,0,11,11,0,0,0,0,0,0
2008,3700,1195,192,1387,343,540,883,742,199,941,293,449,742
2008,3701,105,11,116,7,37,44,0,0,0,0,0,0
2008,3702,222,22,244,11,64,75,1,0,1,5,8,13
2008,3703,36,4,40,3,18,21,0,0,0,0,0,0
2008,3705,115,6,121,16,52,68,0,0,0,0,0,0
2008,3706,143,16,159,10,54,64,0,0,0,0,0,0
2008,3708,58,7,65,4,25,29,0,0,0,0,0,0
2008,3709,83,7,90,8,34,42,0,0,0,0,0,0
2008,3710,183,23,206,18,78,96,0,0,0,0,0,0
2008,3711,1705,282,1987,273,515,788,0,0,0,0,0,0
2008,3714,23,5,28,8,15,23,0,0,0,0,0,0
2008,3715,124,19,143,9,18,27,0,0,0,0,0,0
2008,3732,15,1,16,7,13,20,0,0,0,0,0,0
2008,3797,30,5,35,17,14,31,0,0,0,0,0,0
2008,3800,274,56,330,73,95,168,456,97,553,8,7,15
2008,3801,2005,386,2391,159,223,382,0,0,0,0,0,0
2008,3803,22,2,24,8,14,22,0,0,0,0,0,0
2008,3816,12,2,14,0,0,0,0,0,0,0,0,0
2008,3897,33,6,39,63,19,82,0,0,0,0,0,0
2008,3900,288,36,324,57,126,183,27,3,30,223,109,332
2008,3901,11,0,11,0,4,4,0,0,0,0,0,0
2008,3902,69,7,76,2,36,38,0,0,0,0,0,0
2008,3903,74,4,78,6,22,28,0,0,0,0,0,0
2008,3904,22,5,27,3,9,12,0,0,0,0,0,0
2008,3905,376,37,413,81,158,239,0,0,0,0,0,0
2008,3906,80,7,87,9,39,48,0,0,0,0,0,0
2008,3915,15,3,18,1,5,6,0,0,0,0,0,0
2008,4000,151,6,157,11,54,65,0,0,0,103,57,160
2008,4001,20,3,23,2,6,8,0,0,0,0,0,0
2008,4002,19,0,19,2,8,10,0,0,0,0,0,0
2008,4003,14,3,17,1,5,6,0,0,0,0,0,0
2008,4004,36,4,40,2,10,12,0,0,0,0,0,0
2008,4005,20,3,23,0,10,10,0,0,0,0,0,0
2008,4006,51,11,62,3,22,25,0,0,0,0,0,0
2008,4007,16,2,18,5,15,20,0,0,0,0,0,0
2008,4008,22,6,28,3,9,12,0,0,0,0,0,0
2008,4016,78,38,116,1,11,12,0,0,0,0,0,0
2008,4019,6,0,6,1,0,1,0,0,0,0,0,0
2008,4100,189,29,218,44,72,116,175,42,217,11,39,50
2008,4101,17,2,19,1,4,5,0,0,0,0,0,0
2008,4102,29,3,32,4,9,13,0,0,0,0,0,0
2008,4103,11,4,15,0,3,3,0,0,0,0,0,0
2008,4104,38,6,44,4,15,19,0,0,0,0,0,0
2008,4105,18,1,19,0,7,7,0,0,0,0,0,0
2008,4106,102,11,113,13,28,41,0,0,0,0,0,0
2008,4107,16,0,16,1,4,5,0,0,0,0,0,0
2008,4108,22,4,26,2,8,10,0,0,0,0,0,0
2008,4109,39,8,47,8,14,22,0,0,0,0,0,0
2008,4110,17,2,19,1,4,5,0,0,0,0,0,0
2008,4111,38,1,39,1,12,13,0,0,0,0,0,0
2008,4113,79,15,94,5,34,39,0,0,0,0,0,0
2008,4114,41,5,46,2,16,18,0,0,0,0,0,0
2008,4115,24,6,30,1,6,7,0,0,0,0,0,0
2008,4116,100,14,114,6,30,36,0,0,0,0,0,0
2008,4117,71,9,80,6,23,29,0,0,0,0,0,0
2008,4119,10,1,11,0,1,1,0,0,0,0,0,0
2008,4120,34,5,39,5,10,15,0,0,0,0,0,0
2008,4127,27,2,29,2,8,10,0,0,0,0,0,0
2008,4200,273,19,292,22,94,116,141,46,187,27,32,59
2008,4201,11,1,12,0,3,3,0,0,0,0,0,0
2008,4202,47,3,50,1,8,9,0,0,0,5,9,14
2008,4203,123,14,137,18,47,65,0,0,0,0,0,0
2008,4204,102,8,110,4,45,49,0,0,0,0,0,0
2008,4211,3,1,4,1,1,2,0,0,0,0,0,0
2008,4297,29,3,32,7,7,14,0,0,0,0,0,0
2008,4300,424,57,481,53,108,161,34,7,41,0,0,0
2008,4302,42,3,45,3,18,21,0,0,0,0,0,0
2008,4304,52,8,60,7,25,32,0,0,0,2,2,4
2008,4305,27,2,29,3,13,16,0,0,0,0,0,0
2008,4307,38,4,42,6,15,21,0,0,0,0,0,0
2008,4308,78,8,86,4,20,24,0,0,0,0,0,0
2008,4310,35,2,37,3,16,19,0,0,0,0,0,0
2008,4311,90,7,97,16,33,49,0,0,0,0,0,0
2008,4312,69,22,91,23,43,66,0,0,0,0,0,0
2008,4313,1245,138,1383,85,286,371,0,0,0,0,0,0
2008,4314,133,15,148,16,49,65,0,0,0,4,2,6
2008,4316,206,17,223,14,52,66,0,0,0,0,0,0
2008,4317,26,3,29,14,10,24,0,0,0,0,0,0
2008,4320,5,1,6,5,1,6,0,0,0,0,0,0
2008,4321,6,1,7,2,2,4,0,0,0,0,0,0
2008,4327,9,1,10,7,3,10,0,0,0,0,0,0
2008,4400,113,20,133,15,40,55,4,1,5,88,60,148
2008,4401,20,2,22,6,5,11,0,0,0,0,0,0
2008,4402,86,9,95,7,19,26,0,0,0,0,0,0
2008,4403,60,4,64,8,15,23,0,0,0,0,0,0
2008,4404,19,0,19,2,6,8,0,0,0,0,0,0
2008,4497,17,4,21,8,18,26,0,0,0,0,0,0
2008,4500,83,12,95,10,39,49,45,23,68,10,18,28
2008,4501,16,2,18,0,11,11,0,0,0,0,0,0
2008,4502,112,6,118,12,42,54,0,0,0,0,0,0
2008,4600,11,0,11,0,0,0,0,0,0,1,3,4
2008,4700,56,3,59,10,11,21,25,7,32,5,4,9
2008,4703,2,0,2,0,1,1,0,0,0,0,0,0
2008,4706,8,1,9,1,4,5,0,0,0,0,0,0
2008,4707,3,0,3,0,0,0,0,0,0,0,0,0
2008,4708,10,0,10,3,3,6,0,0,0,0,0,0
2008,4709,14,0,14,2,4,6,0,0,0,0,0,0
2008,4710,4,0,4,0,1,1,0,0,0,0,0,0
2008,4800,104,10,114,18,62,80,1,0,1,193,89,282
2008,4801,35,1,36,1,14,15,0,0,0,0,0,0
2008,4802,21,3,24,1,5,6,0,0,0,0,0,0
2008,4803,117,6,123,12,54,66,0,0,0,0,0,0
2008,4804,8,2,10,0,1,1,0,0,0,0,0,0
2008,4805,25,0,25,1,10,11,0,0,0,0,0,0
2008,4806,102,10,112,7,57,64,0,0,0,0,0,0
2008,4807,109,8,117,6,21,27,0,0,0,0,0,0
2008,4813,3,1,4,0,2,2,0,0,0,0,0,0
2008,4900,242,19,261,26,88,114,197,49,246,33,52,85
2008,4901,12,2,14,2,7,9,0,0,0,0,0,0
2008,4902,12,0,12,0,7,7,0,0,0,0,0,0
2008,4903,16,3,19,2,9,11,0,0,0,0,0,0
2008,4904,78,3,81,4,24,28,0,0,0,0,0,0
2008,4905,160,18,178,15,68,83,0,0,0,0,0,0
2008,4906,12,2,14,1,6,7,0,0,0,0,0,0
2008,4908,65,5,70,2,22,24,0,0,0,0,0,0
2008,4909,9,3,12,2,3,5,0,0,0,0,0,0
2008,4914,12,0,12,4,8,12,0,0,0,0,0,0
2008,5000,238,15,253,20,102,122,175,42,217,6,63,69
2008,5001,48,3,51,5,17,22,0,0,0,0,0,0
2008,5002,247,14,261,8,93,101,0,0,0,0,0,0
2008,5003,12,0,12,1,3,4,0,0,0,0,0,0
2008,5004,25,1,26,2,8,10,0,0,0,0,0,0
2008,5007,72,7,79,3,38,41,0,0,0,0,0,0
2008,5010,8,3,11,3,8,11,0,0,0,0,0,0
2008,5100,46,5,51,3,23,26,34,17,51,0,6,6
2008,5102,60,8,68,7,29,36,0,0,0,0,0,0
2008,5200,46,3,49,5,21,26,25,11,36,2,4,6
2008,5201,13,1,14,2,8,10,0,0,0,0,0,0
2008,5202,22,2,24,4,11,15,0,0,0,0,0,0
2008,5300,16,1,17,1,5,6,0,0,0,6,7,13
2008,5400,234,29,263,16,81,97,190,46,236,38,52,90
2008,5401,34,4,38,3,9,12,0,0,0,0,0,0
2008,5402,13,3,16,0,1,1,0,0,0,0,0,0
2008,5403,16,0,16,1,1,2,0,0,0,0,0,0
2008,5404,15,1,16,1,3,4,0,0,0,0,0,0
2008,5405,50,5,55,2,20,22,0,0,0,0,0,0
2008,5406,61,11,72,5,31,36,0,0,0,0,0,0
2008,5407,119,16,135,12,46,58,0,0,0,0,0,0
2008,5408,14,0,14,0,2,2,0,0,0,0,0,0
2008,5411,4,1,5,0,1,1,0,0,0,0,0,0
2008,5500,63,2,65,2,20,22,0,0,0,26,18,44
2008,5501,13,1,14,0,4,4,0,0,0,0,0,0
2008,5600,469,57,526,96,206,302,173,24,197,105,93,198
2008,5604,211,23,234,37,77,114,0,0,0,5,3,8
2008,5605,20,3,23,1,7,8,0,0,0,0,0,0
2008,5606,33,1,34,4,7,11,0,0,0,0,0,0
2008,5608,131,9,140,6,36,42,0,0,0,0,0,0
2008,5609,117,10,127,16,46,62,0,0,0,0,0,0
2008,5622,12,1,13,5,9,14,0,0,0,0,0,0
2008,5680,14,1,15,0,1,1,0,0,0,0,0,0
2008,5700,72,10,82,9,32,41,2,0,2,74,57,131
2008,5701,52,7,59,8,27,35,0,0,0,0,0,0
2008,5702,11,0,11,0,2,2,0,0,0,0,0,0
2008,5703,57,8,65,2,23,25,0,0,0,0,0,0
2008,5704,67,5,72,7,30,37,0,0,0,0,0,0
2008,5797,35,8,43,12,22,34,0,0,0,0,0,0
2008,5800,63,4,67,5,26,31,50,19,69,6,4,10
2008,5801,18,1,19,0,12,12,0,0,0,0,0,0
2008,5802,6,2,8,0,0,0,0,0,0,0,0,0
2008,10M1,186,33,219,1,7,8,0,0,0,0,0,0
2008,190C,24,1,25,3,4,7,0,0,0,0,0,0
2008,190R,7,1,8,3,2,5,0,0,0,0,0,0
2008,340H,118,10,128,17,50,67,0,0,0,0,0,0
2009,100,443,57,500,182,217,399,438,61,499,95,166,261
2009,101,80,11,91,4,31,35,0,0,0,4,4,8
2009,102,24,1,25,2,7,9,0,0,0,0,0,0
2009,103,139,40,179,24,62,86,1,0,1,6,8,14
2009,104,37,2,39,3,14,17,0,0,0,0,0,0
2009,105,160,16,176,11,73,84,1,0,1,7,7,14
2009,106,163,22,185,15,69,84,0,0,0,13,10,23
2009,107,83,7,90,8,47,55,0,0,0,0,0,0
2009,108,50,5,55,5,17,22,0,0,0,0,0,0
2009,109,706,87,793,45,219,264,0,0,0,0,0,0
2009,110,17,2,19,2,6,8,0,0,0,0,0,0
2009,111,76,7,83,4,30,34,0,0,0,0,0,0
2009,112,87,5,92,5,31,36,0,0,0,6,2,8
2009,113,61,9,70,3,23,26,0,0,0,0,0,0
2009,114,51,6,57,5,18,23,0,0,0,0,0,0
2009,115,11,3,14,3,6,9,0,0,0,0,0,0
2009,197,44,18,62,24,25,49,0,0,0,0,0,0
2009,200,11,0,11,0,3,3,0,0,0,0,0,0
2009,300,46,1,47,2,16,18,1,0,1,11,14,25
2009,302,5,1,6,0,1,1,0,0,0,0,0,0
2009,303,10,1,11,0,1,1,0,0,0,0,0,0
2009,305,7,0,7,1,0,1,0,0,0,0,0,0
2009,400,96,4,100,7,41,48,1,0,1,66,41,107
2009,402,88,7,95,12,43,55,0,0,0,0,0,0
2009,403,15,1,16,0,5,5,0,0,0,0,0,0
2009,404,21,2,23,4,7,11,0,0,0,0,0,0
2009,405,26,0,26,2,12,14,0,0,0,0,0,0
2009,497,14,2,16,1,7,8,0,0,0,0,0,0
2009,500,51,5,56,6,22,28,2,0,2,10,10,20
2009,501,9,0,9,0,1,1,0,0,0,0,0,0
2009,600,28,2,30,1,19,20,2,0,2,6,6,12
2009,601,7,2,9,0,1,1,0,0,0,0,0,0
2009,602,10,0,10,0,2,2,0,0,0,0,0,0
2009,700,279,44,323,47,151,198,276,41,317,57,61,118
2009,701,105,9,114,4,36,40,0,0,0,2,2,4
2009,702,55,6,61,2,15,17,0,0,0,0,0,0
2009,703,10,1,11,0,1,1,0,0,0,0,0,0
2009,704,126,26,152,8,36,44,0,0,0,2,2,4
2009,705,39,2,41,3,8,11,0,0,0,0,0,0
2009,706,28,2,30,0,3,3,0,0,0,0,0,0
2009,707,30,2,32,3,12,15,0,0,0,0,0,0
2009,708,66,9,75,1,18,19,0,0,0,0,4,4
2009,709,38,5,43,4,14,18,0,0,0,0,0,0
2009,710,164,15,179,27,63,90,0,0,0,1,5,6
2009,711,50,4,54,5,13,18,0,0,0,0,2,2
2009,712,62,16,78,8,29,37,0,0,0,0,0,0
2009,713,9,0,9,0,0,0,0,0,0,0,0,0
2009,714,37,2,39,2,12,14,0,0,0,0,0,0
2009,716,9,0,9,0,1,1,0,0,0,0,0,0
2009,718,167,17,184,43,33,76,0,0,0,0,0,0
2009,721,21,3,24,6,6,12,0,0,0,0,0,0
2009,724,53,3,56,4,15,19,0,0,0,0,0,0
2009,800,26,3,29,5,4,9,1,0,1,14,10,24
2009,801,10,3,13,0,1,1,0,0,0,0,0,0
2009,900,163,8,171,4,74,78,12,1,13,70,47,117
2009,901,16,1,17,1,8,9,0,0,0,0,0,0
2009,902,35,5,40,6,16,22,0,0,0,0,0,0
2009,1000,377,47,424,53,131,184,296,111,407,9,20,29
2009,1001,81,12,93,8,34,42,0,0,0,1,2,3
2009,1002,18,2,20,2,8,10,0,0,0,0,0,0
2009,1003,10,2,12,0,4,4,0,0,0,0,0,0
2009,1004,10,0,10,0,1,1,0,0,0,0,0,0
2009,1005,726,101,827,114,276,390,0,0,0,0,0,0
2009,1006,13,0,13,1,3,4,0,0,0,0,0,0
2009,1007,14,2,16,2,1,3,0,0,0,0,0,0
2009,1008,14,1,15,0,6,6,0,0,0,0,0,0
2009,1009,8,1,9,0,1,1,0,0,0,0,0,0
2009,1011,14,2,16,0,3,3,0,0,0,0,0,0
2009,1012,30,2,32,1,12,13,0,0,0,0,0,0
2009,1013,29,1,30,4,4,8,0,0,0,0,0,0
2009,1015,32,4,36,2,8,10,0,0,0,0,0,0
2009,1017,14,1,15,1,2,3,0,0,0,0,0,0
2009,1031,1,1,2,0,1,1,0,0,0,0,0,0
2009,1097,18,3,21,0,9,9,0,0,0,0,0,0
2009,1100,21,3,24,4,11,15,1,0,1,12,9,21
2009,1101,8,0,8,0,2,2,0,0,0,0,0,0
2009,1102,7,4,11,1,1,2,0,0,0,0,0,0
2009,1200,79,8,87,5,35,40,70,24,94,6,4,10
2009,1201,22,3,25,2,8,10,0,0,0,0,0,0
2009,1203,43,4,47,2,26,28,0,0,0,0,0,0
2009,1204,4,0,4,0,0,0,0,0,0,0,0,0
2009,1205,16,0,16,1,8,9,0,0,0,0,0,0
2009,1206,2,0,2,0,0,0,0,0,0,0,0,0
2009,1207,5,1,6,0,1,1,0,0,0,0,0,0
2009,1208,7,6,13,1,7,8,0,0,0,0,0,0
2009,1300,97,3,100,9,52,61,62,20,82,9,18,27
2009,1301,33,1,34,3,12,15,0,0,0,0,0,0
2009,1302,41,2,43,11,17,28,0,0,0,0,0,0
2009,1303,3,1,4,0,0,0,0,0,0,0,0,0
2009,1304,54,1,55,5,18,23,0,0,0,0,0,0
2009,1305,5,0,5,0,1,1,0,0,0,0,0,0
2009,1306,16,1,17,1,1,2,0,0,0,0,0,0
2009,1307,5,0,5,0,0,0,0,0,0,0,0,0
2009,1400,25,1,26,3,12,15,11,1,12,1,3,4
2009,1401,12,1,13,2,4,6,0,0,0,0,0,0
2009,1500,342,22,364,37,180,217,374,118,492,19,48,67
2009,1501,16,2,18,2,6,8,0,0,0,0,0,0
2009,1502,315,24,339,19,107,126,0,0,0,0,0,0
2009,1503,46,2,48,8,14,22,0,0,0,3,2,5
2009,1506,31,2,33,3,14,17,0,0,0,0,0,0
2009,1507,16,2,18,2,6,8,0,0,0,0,0,0
2009,1508,12,2,14,0,10,10,0,0,0,0,0,0
2009,1509,11,2,13,0,2,2,0,0,0,0,0,0
2009,1511,16,0,16,2,5,7,0,0,0,0,0,0
2009,1514,3,0,3,0,0,0,0,0,0,0,0,0
2009,1515,7,1,8,1,8,9,0,0,0,0,0,0
2009,1597,8,3,11,1,3,4,0,0,0,0,0,0
2009,1600,73,7,80,4,40,44,0,0,0,48,49,97
2009,1601,17,4,21,1,9,10,0,0,0,0,0,0
2009,1602,46,5,51,2,20,22,0,0,0,0,0,0
2009,1603,28,3,31,2,5,7,0,0,0,0,0,0
2009,1700,54,4,58,4,21,25,1,0,1,40,34,74
2009,1701,12,1,13,0,2,2,0,0,0,0,0,0
2009,1702,20,2,22,1,7,8,0,0,0,0,0,0
2009,1800,28,3,31,2,7,9,26,16,42,2,11,13
2009,1801,13,0,13,1,1,2,0,0,0,0,0,0
2009,1900,6565,1247,7812,2183,3671,5854,1369,386,1755,486,682,1168
2009,1901,73,10,83,6,39,45,0,0,0,0,0,0
2009,1902,65,3,68,3,23,26,0,0,0,3,2,5
2009,1905,58,2,60,6,23,29,0,0,0,0,0,0
2009,1906,69,6,75,0,23,23,0,0,0,6,1,7
2009,1907,28,3,31,1,11,12,0,0,0,0,1,1
2009,1909,44,4,48,5,15,20,0,0,0,0,0,0
2009,1910,124,9,133,15,44,59,0,0,0,4,4,8
2009,1912,150,10,160,20,67,87,0,0,0,6,4,10
2009,1913,35,4,39,2,14,16,0,0,0,5,1,6
2009,1916,55,1,56,5,23,28,0,0,0,3,1,4
2009,1918,101,7,108,17,25,42,0,0,0,3,1,4
2009,1920,105,14,119,12,38,50,0,0,0,0,0,0
2009,1922,119,8,127,13,26,39,0,0,0,5,3,8
2009,1923,64,6,70,3,23,26,0,0,0,5,3,8
2009,1924,80,9,89,4,14,18,0,0,0,5,3,8
2009,1925,231,27,258,28,69,97,0,0,0,7,9,16
2009,1926,46,7,53,10,28,38,0,0,0,2,3,5
2009,1928,91,8,99,0,22,22,0,0,0,8,4,12
2009,1929,34,2,36,10,5,15,0,0,0,1,9,10
2009,1931,68,3,71,8,26,34,0,0,0,5,1,6
2009,1933,166,23,189,11,59,70,0,0,0,3,8,11
2009,1934,28,0,28,0,9,9,0,0,0,0,0,0
2009,1938,41,4,45,4,15,19,0,0,0,1,0,1
2009,1941,862,87,949,92,232,324,6,0,6,30,19,49
2009,1942,8063,1884,9947,925,1923,2848,27,6,33,235,132,367
2009,1944,55,9,64,11,18,29,0,0,0,3,2,5
2009,1945,37,2,39,4,13,17,0,0,0,4,1,5
2009,1946,47,6,53,6,20,26,0,0,0,0,4,4
2009,1947,77,6,83,6,30,36,0,0,0,6,1,7
2009,1948,66,11,77,3,21,24,0,0,0,2,3,5
2009,1951,22,3,25,3,3,6,0,0,0,2,2,4
2009,1953,210,34,244,23,79,102,0,0,0,13,8,21
2009,1955,164,14,178,26,66,92,0,0,0,11,8,19
2009,1956,80,7,87,11,45,56,0,0,0,2,7,9
2009,1961,34,2,36,3,9,12,0,0,0,3,3,6
2009,1962,54,2,56,3,11,14,0,0,0,0,0,0
2009,1963,21,5,26,1,6,7,0,0,0,0,0,0
2009,1965,184,18,202,85,92,177,0,1,1,9,8,17
2009,1966,14,3,17,2,3,5,0,0,0,0,0,0
2009,1967,30,4,34,5,8,13,0,0,0,0,0,0
2009,1969,80,4,84,4,31,35,0,0,0,4,2,6
2009,1970,34,1,35,1,14,15,0,0,0,0,0,0
2009,1972,210,15,225,24,67,91,1,0,1,6,8,14
